Platform,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score
Nintendo,0.16,0.09,0,0.02,68,6.8
Playstation,0.11,0.09,0.04,0.03,77,8.1
Playstation,0.25,0,0,0.02,42,6.6
Playstation,0.13,0.1,0,0.03,56,7
Nintendo,0.15,0.09,0,0.02,69,7.6
Microsoft,0.18,0.08,0,0,79,8.4
Playstation,0.13,0.1,0,0.03,75,8.9
Microsoft,0.2,0.06,0,0.01,78,7.9
Playstation,0.13,0.1,0,0.03,52,8.3
Microsoft,0.12,0.11,0,0.02,78,7
Playstation,0.13,0.1,0,0.03,66,8.3
Microsoft,0.14,0.1,0,0.03,41,7.4
Playstation,0.24,0,0.01,0.02,63,6.3
Microsoft,0.14,0.1,0,0.03,47,5.7
Nintendo,0.24,0,0,0.02,59,6.7
Nintendo,0.24,0.01,0,0.02,45,6.1
Microsoft,0.15,0.09,0,0.02,69,7.3
Microsoft,0.2,0.06,0,0.01,87,8.2
Playstation,0.11,0.09,0.03,0.03,46,8.4
Playstation,0.12,0.1,0,0.04,40,6.4
Microsoft,0.24,0,0,0.02,75,6.8
Nintendo,0.24,0,0,0.02,46,7
Microsoft,0.24,0,0,0.02,89,8.2
Playstation,0.07,0.16,0,0.04,73,8.5
Playstation,0.13,0.1,0,0.03,53,7.3
Microsoft,0.22,0.02,0,0.02,55,6.4
Microsoft,0.16,0.05,0.04,0.01,90,8.5
Nintendo,0.25,0,0,0.02,87,5.6
Nintendo,0.09,0.01,0.15,0.01,76,7.4
Microsoft,0.23,0.01,0,0.02,51,6.2
Nintendo,0.13,0,0.12,0.01,84,8.8
Playstation,0.09,0.13,0,0.04,81,8.1
Playstation,0.13,0.1,0,0.03,56,7.5
Nintendo,0.09,0,0.16,0.01,82,8.9
Playstation,0.22,0.02,0,0.02,55,6.8
Microsoft,0.18,0.06,0,0.02,68,8.2
Playstation,0.13,0.1,0,0.03,50,6.6
Playstation,0.06,0.15,0,0.05,59,5.7
Playstation,0.11,0.03,0.09,0.03,63,8.6
Nintendo,0.1,0.01,0.14,0.01,80,8.2
Nintendo,0,0,0.26,0.01,83,7.2
Playstation,0.04,0.04,0.16,0.02,64,7.8
Playstation,0.26,0,0,0,70,6.6
Microsoft,0.18,0.05,0,0.02,63,3.5
Nintendo,0.24,0,0,0.02,61,4.5
Microsoft,0.12,0.12,0,0.02,68,5.5
Microsoft,0.21,0.02,0,0.02,73,7.1
Playstation,0.13,0.1,0,0.03,59,9
Microsoft,0.11,0.13,0,0.02,81,5.8
Playstation,0.24,0,0,0.02,78,6.9
Playstation,0.04,0.03,0.18,0.02,66,8.9
Nintendo,0,0.01,0.25,0,59,7.9
Playstation,0.06,0.05,0.14,0.02,73,8.7
Playstation,0.13,0.1,0,0.03,44,6.7
Microsoft,0.19,0.06,0,0.01,77,8.4
Playstation,0.2,0.04,0,0.02,67,7.9
Playstation,0.13,0.1,0,0.03,67,8.4
Nintendo,0.24,0,0,0.02,77,8.6
Microsoft,0.19,0.06,0,0.01,88,9.1
Playstation,0.13,0.1,0,0.03,64,6.9
Playstation,0.06,0.04,0.14,0.02,70,6.6
Playstation,0.12,0.08,0.02,0.04,68,6.8
Playstation,0.13,0.1,0,0.03,78,9
Microsoft,0.12,0.1,0.02,0.02,75,7.4
Microsoft,0.17,0.06,0,0.02,53,6.6
Playstation,0,0,0.26,0,74,8.4
Microsoft,0.16,0.07,0,0.02,54,6.2
Playstation,0.11,0.08,0.02,0.04,80,8.5
Playstation,0.2,0.03,0,0.03,78,6.5
Nintendo,0.11,0.02,0.11,0.01,71,8.4
Microsoft,0.08,0.15,0,0.03,47,7.1
Microsoft,0.2,0.03,0,0.02,80,7.5
Nintendo,0.21,0.03,0,0.02,58,7.6
Microsoft,0.19,0.06,0,0.01,79,8.1
Playstation,0.13,0.1,0,0.03,77,8.1
Playstation,0.13,0.1,0,0.03,58,7.8
Nintendo,0.24,0,0,0.02,46,3.6
Nintendo,0.16,0.06,0.04,0,87,8.2
Playstation,0.13,0.1,0,0.03,73,6
Nintendo,0.23,0.01,0,0.02,63,8.6
Microsoft,0.19,0.06,0,0.01,77,7.9
Nintendo,0.24,0,0,0.02,68,7.7
Nintendo,0.13,0.01,0.11,0.01,73,8.4
Nintendo,0.18,0.07,0,0,84,7.4
Microsoft,0.19,0.05,0,0.01,77,8.8
Nintendo,0.21,0,0.02,0.02,79,7.9
Playstation,0.12,0.1,0,0.03,56,8.6
Playstation,0.03,0.15,0,0.07,74,7.2
Playstation,0.12,0.1,0,0.03,46,4.6
Microsoft,0.23,0,0,0.02,69,7.8
Playstation,0.22,0.01,0,0.02,65,7.5
Microsoft,0.15,0.08,0,0.02,52,5.2
Microsoft,0.2,0.04,0,0.01,80,7.7
Nintendo,0.13,0.06,0.05,0.02,64,5.6
Playstation,0.12,0.1,0,0.03,77,7.3
Playstation,0.16,0.06,0,0.03,86,6.9
Nintendo,0.12,0.01,0.1,0.02,67,7.1
Playstation,0.18,0.04,0.01,0.03,71,6.4
Playstation,0.14,0.1,0,0.02,93,8.7
Playstation,0.14,0.1,0,0.02,30,6.3
Microsoft,0.15,0.02,0.06,0.02,53,6.7
Playstation,0.06,0.14,0.02,0.04,59,7.1
Playstation,0.12,0.08,0.02,0.03,57,6.2
Microsoft,0.19,0.05,0,0.01,73,8
Microsoft,0.22,0.01,0,0.02,85,8.2
Playstation,0.12,0.1,0,0.03,83,8.5
Playstation,0.05,0.15,0,0.05,42,3.8
Microsoft,0.19,0.05,0,0.01,79,8.4
Playstation,0.14,0.09,0,0.02,53,7.4
Microsoft,0.16,0.08,0,0.01,74,8.3
Playstation,0.15,0.06,0,0.03,65,6.5
Nintendo,0.21,0.02,0,0.02,64,6.6
Microsoft,0.23,0,0,0.02,78,7.3
Microsoft,0.22,0.01,0,0.02,65,6.1
Playstation,0.09,0.03,0.1,0.03,78,8.6
Playstation,0.12,0.1,0,0.03,38,6.8
Microsoft,0.19,0.05,0,0.01,75,7.1
Nintendo,0.22,0.01,0,0.02,63,6.9
Playstation,0.08,0.13,0,0.04,69,6.7
Playstation,0.12,0.1,0,0.03,87,8.7
Nintendo,0.22,0.01,0,0.02,57,6.2
Playstation,0.11,0.09,0,0.05,63,7.8
Microsoft,0.21,0.02,0,0.02,70,7.5
Microsoft,0.14,0.08,0,0.02,56,6.4
Playstation,0.03,0.03,0.18,0.01,64,7.4
Microsoft,0.18,0.05,0,0.02,57,7.1
Microsoft,0.18,0.05,0,0.02,57,6.8
Playstation,0.12,0.09,0,0.03,43,5.4
Microsoft,0.19,0.05,0,0.01,70,7.4
Playstation,0.14,0.09,0,0.02,89,6.6
Playstation,0.12,0.09,0,0.03,51,7.5
Microsoft,0.19,0.01,0.03,0.02,65,7.2
Playstation,0.12,0.11,0,0.02,59,6.1
Nintendo,0.16,0.07,0,0.02,50,6.8
Nintendo,0.19,0.04,0,0.02,53,6.1
Playstation,0.1,0.01,0.12,0.02,83,7.1
Playstation,0.23,0,0,0.02,74,4.7
Playstation,0.12,0.09,0,0.03,77,8
Playstation,0.12,0.09,0,0.04,80,7.7
Playstation,0.07,0.12,0,0.05,56,4.9
Microsoft,0.14,0.09,0,0.02,39,5
Microsoft,0.16,0.05,0.03,0.02,58,4.4
Playstation,0.1,0.11,0,0.04,63,6.3
Microsoft,0.08,0.15,0,0.02,64,5.3
Playstation,0.12,0.09,0,0.03,43,8
Nintendo,0.16,0.01,0.05,0.02,79,8.7
Nintendo,0.13,0.09,0,0.02,51,8.6
Microsoft,0.12,0.1,0,0.02,80,7.1
Playstation,0.12,0.09,0,0.03,73,8.8
Microsoft,0.2,0.03,0,0.02,78,6.2
Playstation,0.14,0.03,0.04,0.04,57,6.5
Nintendo,0.1,0.12,0,0.02,68,6.4
Playstation,0.14,0.09,0,0.02,48,7.3
Playstation,0.23,0,0,0.02,80,7.9
Microsoft,0.17,0.05,0,0.02,76,5.5
Playstation,0.12,0.09,0,0.03,63,4.8
Playstation,0.12,0.09,0,0.03,63,7.6
Playstation,0.08,0.07,0.06,0.03,76,8.1
Nintendo,0.1,0.06,0.08,0.01,71,7.8
Playstation,0.12,0.09,0,0.03,84,9.1
Microsoft,0.14,0.04,0.05,0.01,83,8.6
Nintendo,0.17,0.06,0,0,70,5
Playstation,0.21,0.01,0,0.02,42,5.5
Microsoft,0.18,0.05,0,0.01,53,8.6
Nintendo,0.22,0.01,0,0.02,56,6.9
Playstation,0.08,0.11,0,0.04,67,7.4
Playstation,0.21,0,0.01,0.02,64,4.2
Microsoft,0.18,0.05,0,0.01,88,5.1
Playstation,0.12,0.09,0,0.03,78,7.7
Microsoft,0.18,0.05,0,0.01,75,8
Playstation,0.19,0,0.03,0.02,80,7.7
Nintendo,0.22,0,0,0.02,42,6.2
Microsoft,0.16,0.06,0,0.02,58,8
Microsoft,0.18,0.05,0,0.01,52,8.5
Microsoft,0.18,0.05,0,0.01,51,6.1
Playstation,0.21,0.01,0,0.02,60,5.3
Playstation,0.16,0.05,0,0.03,68,7.1
Microsoft,0.15,0.06,0.01,0.02,71,6.5
Nintendo,0.1,0.01,0.12,0.01,75,7.4
Playstation,0.12,0.09,0,0.03,83,8
Microsoft,0.2,0.01,0,0.03,77,4
Microsoft,0.2,0.02,0,0.02,60,5.2
Nintendo,0.17,0.06,0,0,64,5.4
Playstation,0.17,0.04,0.01,0.03,77,7.7
Playstation,0.15,0,0.07,0.01,53,6.3
Microsoft,0.07,0.13,0,0.03,63,6.1
Nintendo,0.09,0.01,0.13,0.01,77,7.9
Microsoft,0.17,0.05,0,0.02,73,6.2
Nintendo,0.16,0,0.06,0.01,70,7
Microsoft,0.18,0.05,0,0.01,59,6.2
Nintendo,0.17,0.06,0,0,68,7.1
Nintendo,0.11,0,0.12,0.01,71,7.4
Microsoft,0.16,0.06,0,0.02,53,5.2
Nintendo,0.13,0.03,0.06,0.01,62,8.2
Microsoft,0.05,0.17,0,0.02,87,8.3
Playstation,0.12,0.09,0,0.03,46,3.9
Nintendo,0.12,0.09,0,0.02,75,7.7
Playstation,0.22,0,0,0.02,49,5.7
Playstation,0.12,0.09,0,0.03,85,9.1
Playstation,0.14,0.07,0,0.03,50,4.8
Playstation,0.03,0.14,0,0.07,57,7.9
Playstation,0.18,0.03,0,0.03,67,6.6
Playstation,0.21,0,0,0.02,63,7.8
Microsoft,0.16,0.01,0.04,0.02,59,7.3
Playstation,0.05,0.14,0,0.04,65,7.4
Microsoft,0.18,0.05,0,0.01,77,8.4
Playstation,0.15,0.05,0,0.04,43,2.7
Microsoft,0.17,0.05,0,0.02,42,4.7
Playstation,0.1,0.1,0,0.03,53,5.5
Nintendo,0.12,0.1,0,0.02,69,6.8
Nintendo,0.02,0.21,0,0.01,51,5.4
Microsoft,0.18,0.04,0,0.02,47,5
Microsoft,0.07,0.15,0,0.02,80,4.3
Playstation,0.06,0.13,0,0.04,46,7.5
Microsoft,0.16,0.05,0,0.02,65,6.2
Playstation,0.08,0.01,0.13,0.01,61,5.4
Playstation,0.12,0.09,0,0.03,56,8.2
Nintendo,0.11,0.1,0,0.02,74,8.1
Microsoft,0.18,0.04,0,0.02,62,6.4
Playstation,0.1,0.08,0.02,0.03,73,8.4
Playstation,0.19,0.03,0,0.02,63,8.2
Nintendo,0.22,0,0,0.02,62,7.5
Playstation,0.11,0.09,0,0.03,76,7
Nintendo,0.1,0.11,0,0.02,77,8.1
Nintendo,0.21,0.01,0,0.02,66,6.5
Playstation,0.16,0.04,0,0.04,59,5.6
Microsoft,0.18,0.05,0,0.01,85,9.1
Microsoft,0.18,0.05,0,0.01,79,9.1
Microsoft,0.18,0.05,0,0.01,68,5.8
Nintendo,0.09,0,0.13,0.01,63,7.9
Nintendo,0.2,0.01,0,0.02,68,6
Microsoft,0.19,0.02,0,0.02,56,6.2
Microsoft,0.17,0.05,0,0.01,85,8.8
Playstation,0.11,0.09,0,0.03,73,9.1
Playstation,0,0,0.23,0,64,7.5
Playstation,0.11,0.09,0,0.03,35,3.4
Playstation,0.11,0.09,0,0.03,47,7.2
Playstation,0.14,0.07,0,0.03,72,6.5
Nintendo,0.15,0.01,0.06,0.01,88,7.5
Microsoft,0.11,0.09,0.01,0.02,70,6.2
Playstation,0.11,0.09,0,0.03,90,7
Microsoft,0.08,0.13,0,0.02,75,6.4
Microsoft,0.17,0.05,0,0.01,84,8
Playstation,0.13,0.09,0,0.02,61,7.8
Nintendo,0.21,0,0,0.02,69,6.2
Playstation,0.14,0.02,0.05,0.02,52,7.2
Nintendo,0.17,0.05,0,0.02,58,7.8
Playstation,0.11,0.09,0,0.03,73,8.8
Nintendo,0.21,0.01,0,0.02,27,5.1
Playstation,0.12,0.08,0,0.03,58,6.8
Microsoft,0.21,0.01,0,0.02,81,8.6
Playstation,0.15,0.05,0,0.03,57,5
Microsoft,0.17,0.05,0,0.01,66,7.7
Playstation,0.09,0.1,0,0.04,73,5.2
Microsoft,0.13,0.06,0.02,0.02,59,5.7
Playstation,0.11,0.09,0,0.03,70,5.8
Nintendo,0.13,0.07,0.01,0.02,57,5.6
Playstation,0.13,0.06,0,0.04,66,5.2
Playstation,0.11,0.09,0,0.03,74,8.3
Playstation,0.11,0.09,0,0.03,55,6.3
Nintendo,0.09,0.11,0,0.02,74,6.8
Nintendo,0.18,0.03,0,0.02,59,5.5
Microsoft,0.17,0.05,0,0.01,82,8.2
Microsoft,0.17,0.05,0,0.01,61,6.5
Nintendo,0.17,0.01,0.04,0.01,82,7.8
Playstation,0.06,0.05,0.1,0.02,87,7.1
Nintendo,0.15,0.06,0,0.02,71,7.4
Playstation,0.13,0.09,0,0.01,86,9
Nintendo,0.19,0.02,0,0.02,71,8.4
Nintendo,0.21,0,0,0.02,75,6.7
Playstation,0.1,0.09,0,0.04,77,7.5
Playstation,0.11,0.09,0,0.03,58,6.2
Playstation,0.11,0.09,0,0.03,73,8.5
Playstation,0.2,0.01,0,0.02,73,8.1
Playstation,0.15,0.01,0.04,0.02,87,8.2
Playstation,0.19,0.02,0,0.02,79,8.1
Playstation,0.14,0,0.07,0.02,55,7.9
Playstation,0.14,0,0.08,0.02,79,8.5
Nintendo,0.2,0.01,0,0.02,79,6.7
Playstation,0.11,0.09,0,0.03,39,4.3
Microsoft,0.21,0,0,0.02,63,4.9
Playstation,0.09,0,0.12,0.01,50,5.4
Playstation,0,0.09,0.11,0.02,62,7.3
Playstation,0.11,0.09,0,0.03,62,5.9
Nintendo,0.18,0.03,0,0.02,59,6.7
Playstation,0.11,0.09,0,0.03,61,9.2
Playstation,0.12,0.03,0.05,0.03,64,7.9
Microsoft,0.08,0.13,0,0.02,64,4.1
Playstation,0.11,0.09,0,0.03,51,7
Playstation,0.11,0.09,0,0.03,74,8.4
Playstation,0.2,0.01,0,0.02,72,7.8
Microsoft,0.17,0.05,0,0.01,60,7.3
Playstation,0.11,0.09,0,0.03,58,7
Playstation,0.2,0,0,0.02,75,8.5
Nintendo,0.07,0.1,0.03,0.02,78,5.4
Nintendo,0.11,0.04,0.06,0,79,8.8
Nintendo,0.16,0.06,0,0,77,7.8
Nintendo,0.21,0,0,0.01,42,3.1
Playstation,0.13,0.07,0,0.03,58,7.2
Playstation,0.04,0.13,0.03,0.03,66,7
Nintendo,0.13,0.02,0.06,0.01,54,6.1
Playstation,0.03,0.02,0.17,0.01,61,8
Nintendo,0.19,0.01,0,0.02,61,5.6
Playstation,0.07,0.06,0.08,0.02,50,6.3
Nintendo,0.16,0.06,0,0,77,9
Nintendo,0.14,0.01,0.07,0.01,72,7.8
Playstation,0.13,0.06,0,0.03,68,7.6
Nintendo,0.2,0,0,0.02,73,7.7
Nintendo,0.14,0.07,0,0.02,69,7.3
Nintendo,0.2,0,0,0.02,76,7
Playstation,0.04,0.13,0.01,0.04,47,5.2
Nintendo,0.18,0.02,0,0.02,80,7.9
Playstation,0.05,0.13,0,0.04,70,5.4
Nintendo,0.16,0.06,0,0,67,8.5
Nintendo,0.2,0,0,0.02,61,8
Microsoft,0.16,0.05,0,0.01,77,8.8
Playstation,0.09,0.1,0,0.04,81,7.8
Nintendo,0.2,0,0,0.02,56,5.6
Microsoft,0.16,0.05,0,0.01,19,4.3
Playstation,0.09,0.08,0,0.05,58,7
Nintendo,0.1,0,0.11,0.01,53,5.8
Microsoft,0.16,0.05,0,0.01,58,7
Playstation,0.11,0.08,0,0.03,66,7
Playstation,0.2,0,0,0.02,82,7.9
Playstation,0.03,0.12,0,0.07,49,5.6
Microsoft,0.12,0.08,0,0.02,88,6.8
Playstation,0.11,0.01,0,0.1,69,8.3
Nintendo,0.19,0.01,0,0.02,51,5.9
Playstation,0.11,0.08,0,0.03,67,7.8
Microsoft,0.2,0,0,0.02,70,5.6
Playstation,0.08,0,0.13,0.01,78,8
Microsoft,0.1,0.1,0,0.02,71,6.7
Playstation,0.11,0.08,0,0.03,60,7.9
Microsoft,0.11,0.09,0,0.02,61,8.3
Playstation,0.11,0.08,0,0.03,61,6.8
Nintendo,0.1,0.02,0.08,0.01,58,6.8
Playstation,0.2,0,0,0.02,72,5.4
Nintendo,0.19,0.01,0,0.02,82,8.2
Nintendo,0.16,0.06,0,0,60,7.1
Microsoft,0.15,0.02,0.03,0.01,75,6.6
Nintendo,0.08,0.12,0,0.02,72,8.8
Microsoft,0.14,0.06,0,0.02,62,7.3
Microsoft,0.13,0.06,0,0.02,61,6
Nintendo,0.15,0.06,0,0,53,7.4
Microsoft,0.19,0.01,0,0.02,70,7.8
Playstation,0.11,0.08,0,0.03,69,5
Playstation,0.12,0,0.08,0.01,63,6.2
Microsoft,0.19,0.01,0,0.02,49,6
Playstation,0.1,0.08,0,0.04,47,2
Playstation,0.07,0,0.13,0.01,80,8
Nintendo,0.17,0.03,0,0.02,43,4
Playstation,0.11,0.08,0,0.03,52,6.8
Playstation,0.11,0.08,0,0.03,63,8
Playstation,0.2,0,0,0.02,57,6.9
Playstation,0.03,0.02,0.15,0.01,66,8
Microsoft,0.13,0.03,0.04,0.01,68,7.2
Microsoft,0.2,0,0,0.02,82,8.2
Nintendo,0.19,0.01,0,0.02,46,5.6
Playstation,0.1,0.08,0,0.03,76,8.6
Nintendo,0.15,0.06,0,0,61,6.5
Playstation,0.1,0.08,0,0.03,56,8.5
Playstation,0.1,0.08,0,0.03,47,7.4
Nintendo,0.14,0.05,0.01,0.02,69,7.7
Microsoft,0.1,0.1,0,0.02,68,6.7
Microsoft,0.16,0.05,0,0.01,76,7.5
Microsoft,0.16,0.05,0,0.01,83,7.5
Microsoft,0.14,0.05,0,0.02,25,3.8
Microsoft,0.16,0.05,0,0.01,70,7
Playstation,0.1,0.08,0,0.03,60,8.6
Playstation,0.1,0.08,0,0.03,65,7.1
Playstation,0.2,0,0,0.02,67,7.7
Nintendo,0.19,0,0,0.02,84,8.7
Playstation,0.1,0.08,0,0.03,85,7.7
Microsoft,0.19,0.01,0,0.02,76,6.2
Playstation,0.1,0.08,0,0.03,84,7.2
Playstation,0.1,0.08,0,0.03,63,5.2
Microsoft,0.12,0.07,0,0.02,71,6.4
Playstation,0.04,0.13,0,0.04,92,8.8
Playstation,0.05,0.12,0,0.04,73,7.5
Microsoft,0.16,0.05,0,0.01,74,7
Nintendo,0.02,0,0.19,0,68,7.6
Nintendo,0.2,0,0,0.02,70,6.5
Playstation,0.12,0.08,0,0.01,26,4
Microsoft,0.2,0,0,0.02,63,5.8
Microsoft,0.16,0.05,0,0.01,75,8.1
Playstation,0.09,0,0.1,0.02,74,8.1
Playstation,0.1,0.08,0,0.03,83,7.8
Playstation,0.1,0.08,0,0.03,76,8.3
Playstation,0.09,0.07,0.03,0.02,78,8.2
Nintendo,0.16,0.01,0.02,0.02,83,7.8
Microsoft,0.16,0.05,0,0.01,65,8.4
Nintendo,0.08,0.08,0.03,0.02,79,7
Nintendo,0.18,0.02,0,0.02,60,6.4
Playstation,0.1,0.07,0,0.04,83,8.4
Nintendo,0.09,0.1,0,0.02,67,7.6
Nintendo,0.16,0.03,0,0.02,78,6.9
Microsoft,0.06,0.14,0,0.01,63,8
Nintendo,0.13,0.07,0,0.02,69,7.4
Nintendo,0.18,0.01,0,0.01,80,8.7
Playstation,0.1,0.08,0,0.03,61,5
Playstation,0.11,0.07,0,0.03,43,4.8
Playstation,0.11,0.06,0,0.04,74,7
Playstation,0.19,0,0,0.02,37,6.4
Microsoft,0.18,0.01,0,0.02,67,7.3
Playstation,0.1,0.08,0,0.03,81,8.9
Microsoft,0.17,0.04,0,0.01,64,5.3
Playstation,0.1,0.08,0,0.03,85,8.2
Playstation,0.1,0.08,0,0.03,69,4.1
Microsoft,0.18,0,0.01,0.01,38,2.9
Microsoft,0.16,0.04,0,0.01,65,7.1
Microsoft,0.17,0.02,0,0.02,53,6.8
Microsoft,0.13,0.04,0.03,0.01,88,8.2
Microsoft,0.12,0.05,0.02,0.02,55,6.8
Playstation,0.07,0.09,0,0.04,71,7.6
Playstation,0.11,0.07,0,0.03,74,7.1
Playstation,0.1,0.08,0,0.03,64,7.9
Nintendo,0.09,0,0.11,0.01,76,8
Playstation,0.1,0.08,0,0.03,78,8.3
Microsoft,0.07,0.11,0,0.02,40,4.7
Nintendo,0.19,0,0,0.01,81,7.7
Playstation,0.12,0.08,0,0.01,28,2.4
Nintendo,0.14,0,0.05,0.02,77,7.1
Nintendo,0.12,0.07,0,0.02,53,6.6
Microsoft,0.19,0,0,0.02,67,7.1
Microsoft,0.18,0.01,0,0.01,68,8.6
Playstation,0.1,0.08,0,0.03,68,8.5
Microsoft,0.15,0.04,0,0.01,80,7.9
Playstation,0.19,0,0,0.02,78,7.4
Playstation,0.1,0.08,0,0.03,89,7.8
Microsoft,0.19,0,0,0.01,82,7.9
Nintendo,0.09,0.03,0.08,0,82,7.8
Playstation,0.09,0.08,0,0.03,32,1.5
Playstation,0.19,0,0,0.02,79,6.6
Playstation,0.04,0.03,0.12,0.01,68,8.5
Nintendo,0.16,0.03,0,0.01,54,5.5
Nintendo,0.12,0.03,0.05,0.01,69,6.5
Microsoft,0.11,0.08,0,0.02,61,7
Microsoft,0.15,0.04,0,0.01,58,6.4
Nintendo,0.15,0.05,0,0,55,6.9
Nintendo,0.15,0.01,0.03,0.01,70,7.8
Playstation,0.07,0.05,0.06,0.02,61,5.5
Nintendo,0.15,0.05,0,0,40,7.8
Playstation,0.1,0.08,0,0.03,57,4.8
Playstation,0.04,0.13,0,0.03,72,7.4
Playstation,0.1,0.03,0.06,0.02,71,8.2
Playstation,0.06,0,0.14,0.01,33,5.1
Playstation,0.06,0.05,0.07,0.02,68,8.6
Microsoft,0.15,0.04,0,0.01,76,7.2
Microsoft,0.06,0.12,0,0.02,52,5.7
Microsoft,0.14,0.04,0.02,0.01,69,8.5
Microsoft,0.15,0.04,0,0.01,87,5.3
Playstation,0.18,0,0,0.02,72,2.8
Playstation,0.1,0.08,0,0.03,67,8.5
Nintendo,0.14,0.04,0,0.02,51,5.3
Playstation,0.05,0.12,0,0.03,62,6.8
Microsoft,0.15,0.04,0,0.01,79,7.8
Playstation,0.18,0,0,0.02,63,7.3
Playstation,0.1,0.08,0,0.03,70,8.9
Nintendo,0.17,0.01,0,0.02,70,7.5
Playstation,0.17,0.01,0,0.02,64,5.9
Playstation,0.09,0.07,0.02,0.02,75,7.6
Playstation,0.07,0.02,0.1,0.02,53,7.5
Nintendo,0.19,0,0,0.02,57,6.2
Nintendo,0.14,0.05,0,0,82,9.2
Nintendo,0.14,0.05,0,0,72,7.2
Microsoft,0.15,0.04,0,0.01,90,7.6
Nintendo,0.16,0,0.03,0.01,67,7.6
Playstation,0.15,0.03,0,0.02,72,6.3
Microsoft,0.16,0.02,0.01,0.02,52,7
Nintendo,0.17,0.01,0,0.02,53,5.8
Playstation,0.1,0.08,0,0.03,51,5.3
Microsoft,0.16,0.02,0,0.02,36,3.1
Playstation,0.06,0.09,0.01,0.03,36,3.7
Microsoft,0.11,0.07,0,0.02,63,7.2
Microsoft,0.11,0.07,0,0.02,73,7.3
Playstation,0,0.14,0.01,0.04,68,4.5
Playstation,0.07,0.04,0.07,0.02,87,8.2
Microsoft,0.1,0.08,0,0.02,57,4.8
Nintendo,0.12,0.03,0.03,0.02,65,7.3
Playstation,0.02,0,0.18,0,62,6.6
Microsoft,0.15,0.04,0,0.01,82,9
Microsoft,0.18,0,0,0.02,43,6.4
Nintendo,0.06,0.05,0.07,0.01,75,9
Microsoft,0.15,0.04,0,0.01,72,6
Playstation,0.18,0,0,0.02,68,7
Microsoft,0.15,0.04,0,0.01,40,7.4
Playstation,0.05,0.02,0.12,0.01,86,7.7
Playstation,0.17,0.01,0,0.02,60,7.1
Nintendo,0.06,0.07,0.05,0.01,64,5.9
Nintendo,0.16,0.03,0,0.02,65,6.7
Microsoft,0.1,0.07,0.02,0.02,58,6.1
Microsoft,0.15,0.04,0,0.01,71,8.8
Playstation,0.11,0.06,0,0.03,66,6.1
Microsoft,0.1,0.02,0.07,0.01,74,7.1
Playstation,0.1,0.08,0,0.03,53,7
Microsoft,0.14,0.03,0.01,0.02,75,8.8
Microsoft,0.18,0,0.01,0.01,71,7
Playstation,0.1,0.08,0,0.03,78,8
Playstation,0.06,0.04,0.08,0.02,63,7
Microsoft,0.15,0.04,0,0.01,76,8.2
Playstation,0.1,0.08,0,0.03,77,8.1
Playstation,0.1,0.08,0,0.03,71,6.8
Microsoft,0.18,0,0,0.02,50,5.6
Playstation,0.12,0.05,0,0.03,65,6.1
Playstation,0.1,0.08,0,0.03,59,7.5
Microsoft,0.12,0.06,0,0.02,65,7.1
Playstation,0.18,0,0,0.01,80,7.9
Nintendo,0.1,0.02,0.07,0.01,59,8
Microsoft,0.15,0.04,0,0.01,78,6.6
Playstation,0.14,0.02,0.02,0.02,58,7.2
Playstation,0.18,0,0,0.02,85,7.9
Microsoft,0.15,0.04,0,0.01,83,8.3
Microsoft,0.17,0.01,0,0.02,53,7.4
Playstation,0.1,0.07,0,0.03,47,8.8
Playstation,0.04,0.04,0.1,0.02,73,7.5
Nintendo,0.15,0.03,0,0.02,55,8.1
Playstation,0.1,0.07,0,0.03,51,2.1
Playstation,0.09,0,0.09,0.01,65,6.8
Nintendo,0.08,0.04,0.07,0.01,76,7.9
Playstation,0.1,0.07,0,0.02,57,4
Playstation,0.07,0.05,0.05,0.02,70,8.2
Playstation,0.1,0.07,0,0.02,57,8
Playstation,0.03,0.12,0.02,0.03,63,7.8
Microsoft,0.15,0.04,0,0.01,59,4.3
Playstation,0,0.03,0.16,0.01,58,6.5
Nintendo,0.14,0.05,0,0,67,9.2
Playstation,0.07,0.06,0.04,0.02,75,8.5
Playstation,0.17,0.01,0,0.02,58,7.5
Playstation,0.18,0,0,0.02,68,4.4
Playstation,0.18,0,0,0.02,51,6.3
Playstation,0.1,0.07,0,0.02,76,8.9
Playstation,0.17,0,0,0.02,70,7.4
Nintendo,0.14,0.05,0,0,81,8.8
Playstation,0.08,0.08,0,0.03,65,2.4
Microsoft,0.16,0.02,0,0.01,69,7.3
Playstation,0.1,0.04,0.04,0.02,72,7.3
Playstation,0.1,0.06,0,0.03,61,7.3
Microsoft,0.14,0.04,0,0.01,74,7.9
Playstation,0.09,0.07,0,0.02,57,6
Microsoft,0.07,0.03,0.08,0.01,49,7
Playstation,0.08,0.09,0,0.03,53,5.9
Nintendo,0.16,0.02,0,0.01,71,8.4
Microsoft,0.15,0.02,0.02,0.01,63,5.9
Playstation,0.09,0.07,0,0.02,78,6.9
Nintendo,0.08,0,0.11,0.01,71,7.6
Nintendo,0.07,0.09,0.01,0.01,60,7.1
Nintendo,0.18,0,0,0.01,49,2.6
Microsoft,0.16,0.02,0,0.02,69,6.9
Microsoft,0.08,0.09,0,0.02,52,4.9
Playstation,0.09,0.07,0,0.02,62,8.3
