"","Platform","Genre","Publisher","Global_Sales"
"9411","Wii","Simulation","SouthPeak Games","[0.09,0.33)"
"9412","PSV","Action","Konami Digital Entertainment","[0.09,0.33)"
"9413","SAT","Strategy","Sega","[0.09,0.33)"
"9414","PSP","Sports","Konami Digital Entertainment","[0.09,0.33)"
"9415","PSP","Role-Playing","Namco Bandai Games","[0.09,0.33)"
"9416","GBA","Fighting","THQ","[0.09,0.33)"
"9417","DS","Action","Sega","[0.09,0.33)"
"9418","3DS","Action","Namco Bandai Games","[0.09,0.33)"
"9419","X360","Fighting","Atlus","[0.09,0.33)"
"9420","XB","Action","Eidos Interactive","[0.09,0.33)"
"9421","PS","Sports","Konami Digital Entertainment","[0.09,0.33)"
"9422","X360","Action","THQ","[0.09,0.33)"
"9423","PS2","Sports","Tecmo Koei","[0.09,0.33)"
"9424","PSP","Action","Ubisoft","[0.09,0.33)"
"9425","DS","Adventure","Foreign Media Games","[0.09,0.33)"
"9426","Wii","Sports","THQ","[0.09,0.33)"
"9427","GC","Platform","Konami Digital Entertainment","[0.09,0.33)"
"9428","PS2","Role-Playing","Enterbrain","[0.09,0.33)"
"9429","PSV","Action","Capcom","[0.09,0.33)"
"9430","DS","Action","THQ","[0.09,0.33)"
"9431","PS2","Racing","Sony Computer Entertainment","[0.09,0.33)"
"9432","X360","Sports","Activision","[0.09,0.33)"
"9433","PS","Strategy","Eidos Interactive","[0.09,0.33)"
"9434","DS","Misc","UFO Interactive","[0.09,0.33)"
"9435","DS","Misc","Capcom","[0.09,0.33)"
"9436","GBA","Platform","Ubisoft","[0.09,0.33)"
"9437","PS2","Adventure","Konami Digital Entertainment","[0.09,0.33)"
"9438","PS3","Shooter","D3Publisher","[0.09,0.33)"
"9439","PSV","Action","Tecmo Koei","[0.09,0.33)"
"9440","DS","Sports","Sega","[0.09,0.33)"
"9441","Wii","Misc","Mindscape","[0.09,0.33)"
"9442","PSP","Adventure","THQ","[0.09,0.33)"
"9443","SNES","Shooter","Konami Digital Entertainment","[0.09,0.33)"
"9444","PSP","Shooter","Electronic Arts","[0.09,0.33)"
"9445","PS3","Sports","Take-Two Interactive","[0.09,0.33)"
"9446","3DS","Role-Playing","Square Enix","[0.09,0.33)"
"9447","PS2","Adventure","Enterbrain","[0.09,0.33)"
"9448","PC","Role-Playing","Havas Interactive","[0.09,0.33)"
"9449","PS3","Adventure","Little Orbit","[0.09,0.33)"
"9450","PS3","Sports","Sony Computer Entertainment","[0.09,0.33)"
"9451","X360","Platform","Ubisoft","[0.09,0.33)"
"9452","PS3","Shooter","Konami Digital Entertainment","[0.09,0.33)"
"9453","PS","Sports","Codemasters","[0.09,0.33)"
"9454","GBA","Fighting","Spike","[0.09,0.33)"
"9455","PS2","Role-Playing","Banpresto","[0.09,0.33)"
"9456","XB","Platform","Atari","[0.09,0.33)"
"9457","PSP","Action","Namco Bandai Games","[0.09,0.33)"
"9458","PS3","Misc","Namco Bandai Games","[0.09,0.33)"
"9459","XB","Racing","THQ","[0.09,0.33)"
"9460","Wii","Racing","Destineer","[0.09,0.33)"
"9461","PS","Strategy","Tecmo Koei","[0.09,0.33)"
"9462","SNES","Role-Playing","Nintendo","[0.09,0.33)"
"9463","X360","Misc","Capcom","[0.09,0.33)"
"9464","Wii","Sports","Ubisoft","[0.09,0.33)"
"9465","XB","Platform","Capcom","[0.09,0.33)"
"9466","DS","Misc","THQ","[0.09,0.33)"
"9467","DS","Simulation","Capcom","[0.09,0.33)"
"9468","3DS","Simulation","Crave Entertainment","[0.09,0.33)"
"9469","PS","Shooter","Interplay","[0.09,0.33)"
"9470","PS3","Sports","Midway Games","[0.09,0.33)"
"9471","DS","Simulation","Tomy Corporation","[0.09,0.33)"
"9472","XOne","Misc","Ubisoft","[0.09,0.33)"
"9473","GC","Racing","Activision","[0.09,0.33)"
"9474","PS3","Fighting","Nippon Ichi Software","[0.09,0.33)"
"9475","PS2","Role-Playing","Ubisoft","[0.09,0.33)"
"9476","PC","Fighting","Capcom","[0.09,0.33)"
"9477","PSP","Role-Playing","Marvelous Interactive","[0.09,0.33)"
"9478","DS","Simulation","Rising Star Games","[0.09,0.33)"
"9479","DS","Role-Playing","Banpresto","[0.09,0.33)"
"9480","N64","Shooter","Nintendo","[0.09,0.33)"
"9481","N64","Sports","Acclaim Entertainment","[0.09,0.33)"
"9482","N64","Platform","Konami Digital Entertainment","[0.09,0.33)"
"9483","Wii","Misc","Ubisoft","[0.09,0.33)"
"9484","X360","Sports","Activision","[0.09,0.33)"
"9485","X360","Action","Electronic Arts","[0.09,0.33)"
"9486","XB","Misc","TDK Mediactive","[0.09,0.33)"
"9487","XB","Racing","Sega","[0.09,0.33)"
"9488","Wii","Sports","Mastiff","[0.09,0.33)"
"9489","X360","Strategy","Slitherine Software","[0.09,0.33)"
"9490","PSP","Action","Disney Interactive Studios","[0.09,0.33)"
"9491","PS2","Racing","Activision","[0.09,0.33)"
"9492","DS","Adventure","Activision","[0.09,0.33)"
"9493","PSP","Platform","Sony Computer Entertainment","[0.09,0.33)"
"9494","SAT","Shooter","Sega","[0.09,0.33)"
"9495","DS","Racing","Activision","[0.09,0.33)"
"9496","2600","Sports","Atari","[0.09,0.33)"
"9497","XB","Simulation","Codemasters","[0.09,0.33)"
"9498","DS","Misc","505 Games","[0.09,0.33)"
"9499","XB","Action","Microsoft Game Studios","[0.09,0.33)"
"9500","XB","Strategy","Atari","[0.09,0.33)"
"9501","GC","Sports","Electronic Arts","[0.09,0.33)"
"9502","GC","Action","Eidos Interactive","[0.09,0.33)"
"9503","PSV","Sports","Sony Computer Entertainment","[0.09,0.33)"
"9504","X360","Sports","Take-Two Interactive","[0.09,0.33)"
"9505","GBA","Racing","Namco Bandai Games","[0.09,0.33)"
"9506","PS2","Platform","Sony Computer Entertainment","[0.09,0.33)"
"9507","X360","Action","Warner Bros. Interactive Entertainment","[0.09,0.33)"
"9508","PS2","Action","Ubisoft","[0.09,0.33)"
"9509","SAT","Fighting","Sega","[0.09,0.33)"
"9510","GBA","Shooter","Vivendi Games","[0.09,0.33)"
"9511","SAT","Misc","Hudson Soft","[0.09,0.33)"
"9512","PS4","Adventure","505 Games","[0.09,0.33)"
"9513","Wii","Action","Ubisoft","[0.09,0.33)"
"9514","PS2","Racing","Eidos Interactive","[0.09,0.33)"
"9515","PSP","Fighting","PQube","[0.09,0.33)"
"9516","Wii","Sports","Atari","[0.09,0.33)"
"9517","PC","Strategy","Vivendi Games","[0.09,0.33)"
"9518","PC","Simulation","N/A","[0.09,0.33)"
"9519","Wii","Puzzle","Zoo Digital Publishing","[0.09,0.33)"
"9520","DS","Platform","Activision","[0.09,0.33)"
"9521","3DS","Simulation","Ubisoft","[0.09,0.33)"
"9522","PSP","Misc","Konami Digital Entertainment","[0.09,0.33)"
"9523","GC","Puzzle","Unknown","[0.09,0.33)"
"9524","X360","Shooter","Take-Two Interactive","[0.09,0.33)"
"9525","XB","Action","Sega","[0.09,0.33)"
"9526","DS","Misc","Ubisoft","[0.09,0.33)"
"9527","Wii","Shooter","Zoo Games","[0.09,0.33)"
"9528","PS2","Shooter","THQ","[0.09,0.33)"
"9529","GBA","Platform","Disney Interactive Studios","[0.09,0.33)"
"9530","DS","Puzzle","Natsume","[0.09,0.33)"
"9531","Wii","Misc","Graffiti","[0.09,0.33)"
"9532","X360","Action","D3Publisher","[0.09,0.33)"
"9533","DS","Role-Playing","Enterbrain","[0.09,0.33)"
"9534","PS2","Misc","MTV Games","[0.09,0.33)"
"9535","3DS","Puzzle","Sega","[0.09,0.33)"
"9536","X360","Shooter","Midway Games","[0.09,0.33)"
"9537","PS","Sports","Sony Computer Entertainment","[0.09,0.33)"
"9538","PS2","Sports","Sony Computer Entertainment","[0.09,0.33)"
"9539","PS3","Action","Square Enix","[0.09,0.33)"
"9540","X360","Role-Playing","Capcom","[0.09,0.33)"
"9541","3DS","Action","Warner Bros. Interactive Entertainment","[0.09,0.33)"
"9542","PS2","Role-Playing","Ghostlight","[0.09,0.33)"
"9543","DS","Puzzle","Funsta","[0.09,0.33)"
"9544","DS","Sports","Atari","[0.09,0.33)"
"9545","3DS","Misc","Ubisoft","[0.09,0.33)"
"9546","PS2","Misc","Sega","[0.09,0.33)"
"9547","SNES","Role-Playing","Enix Corporation","[0.09,0.33)"
"9548","PC","Action","Square Enix","[0.09,0.33)"
"9549","GBA","Platform","Electronic Arts","[0.09,0.33)"
"9550","PS3","Role-Playing","DTP Entertainment","[0.09,0.33)"
"9551","XB","Action","Konami Digital Entertainment","[0.09,0.33)"
"9552","PS2","Racing","Electronic Arts","[0.09,0.33)"
"9553","GC","Sports","Infogrames","[0.09,0.33)"
"9554","DS","Action","Activision","[0.09,0.33)"
"9555","PS3","Action","Codemasters","[0.09,0.33)"
"9556","DC","Racing","Sega","[0.09,0.33)"
"9557","X360","Shooter","Electronic Arts","[0.09,0.33)"
"9558","PS3","Sports","Activision Value","[0.09,0.33)"
"9559","GC","Fighting","Acclaim Entertainment","[0.09,0.33)"
"9560","DS","Puzzle","Square Enix","[0.09,0.33)"
"9561","Wii","Action","Warner Bros. Interactive Entertainment","[0.09,0.33)"
"9562","GEN","Shooter","Sega","[0.09,0.33)"
"9563","XB","Sports","Acclaim Entertainment","[0.09,0.33)"
"9564","DS","Action","Namco Bandai Games","[0.09,0.33)"
"9565","PS2","Role-Playing","Sega","[0.09,0.33)"
"9566","Wii","Shooter","Ubisoft","[0.09,0.33)"
"9567","PS2","Platform","3DO","[0.09,0.33)"
"9568","GBA","Misc","Nintendo","[0.09,0.33)"
"9569","X360","Sports","Konami Digital Entertainment","[0.09,0.33)"
"9570","PC","Action","Warner Bros. Interactive Entertainment","[0.09,0.33)"
"9571","PS2","Action","Tecmo Koei","[0.09,0.33)"
"9572","PS2","Platform","Ubisoft","[0.09,0.33)"
"9573","DS","Racing","Electronic Arts","[0.09,0.33)"
"9574","PS","Action","Telstar","[0.09,0.33)"
"9575","Wii","Action","Capcom","[0.09,0.33)"
"9576","XB","Action","Sega","[0.09,0.33)"
"9577","PS4","Action","Sony Computer Entertainment","[0.09,0.33)"
"9578","PS3","Misc","MTV Games","[0.09,0.33)"
"9579","PS2","Simulation","Take-Two Interactive","[0.09,0.33)"
"9580","GC","Platform","Infogrames","[0.09,0.33)"
"9581","XB","Shooter","LucasArts","[0.09,0.33)"
"9582","3DS","Action","Namco Bandai Games","[0.09,0.33)"
"9583","X360","Action","Tecmo Koei","[0.09,0.33)"
"9584","XB","Misc","Mud Duck Productions","[0.09,0.33)"
"9585","XB","Action","THQ","[0.09,0.33)"
"9586","PS","Sports","Ubisoft","[0.09,0.33)"
"9587","PS2","Sports","Take-Two Interactive","[0.09,0.33)"
"9588","PS2","Strategy","Tecmo Koei","[0.09,0.33)"
"9589","GBA","Sports","Enterbrain","[0.09,0.33)"
"9590","Wii","Sports","Crave Entertainment","[0.09,0.33)"
"9591","GC","Misc","Infogrames","[0.09,0.33)"
"9592","WiiU","Action","Warner Bros. Interactive Entertainment","[0.09,0.33)"
"9593","DS","Action","Sega","[0.09,0.33)"
"9594","XB","Racing","Codemasters","[0.09,0.33)"
"9595","Wii","Misc","Ubisoft","[0.09,0.33)"
"9596","GBA","Puzzle","Destination Software, Inc","[0.09,0.33)"
"9597","Wii","Simulation","Namco Bandai Games","[0.09,0.33)"
"9598","DS","Adventure","THQ","[0.09,0.33)"
"9599","PS3","Sports","Ubisoft","[0.09,0.33)"
"9600","PS2","Racing","Activision","[0.09,0.33)"
"9601","X360","Action","Activision","[0.09,0.33)"
"9602","PS2","Racing","XS Games","[0.09,0.33)"
"9603","Wii","Simulation","Electronic Arts","[0.09,0.33)"
"9604","X360","Misc","THQ","[0.09,0.33)"
"9605","X360","Misc","505 Games","[0.09,0.33)"
"9606","PS","Sports","U.S. Gold","[0.09,0.33)"
"9607","PS","Simulation","Virgin Interactive","[0.09,0.33)"
"9608","PS3","Sports","Sega","[0.09,0.33)"
"9609","Wii","Adventure","Sega","[0.09,0.33)"
"9610","GBA","Sports","Activision","[0.09,0.33)"
"9611","PS","Adventure","3DO","[0.09,0.33)"
"9612","PS2","Racing","Electronic Arts","[0.09,0.33)"
"9613","GC","Fighting","Activision","[0.09,0.33)"
"9614","DS","Platform","System 3 Arcade Software","[0.09,0.33)"
"9615","PS3","Adventure","Ubisoft","[0.09,0.33)"
"9616","DS","Sports","Activision","[0.09,0.33)"
"9617","DS","Platform","Zoo Digital Publishing","[0.09,0.33)"
"9618","PSP","Role-Playing","Sega","[0.09,0.33)"
"9619","SAT","Role-Playing","NEC Interchannel","[0.09,0.33)"
"9620","PS","Platform","DreamWorks Interactive","[0.09,0.33)"
"9621","Wii","Platform","Ubisoft","[0.09,0.33)"
"9622","XB","Racing","Acclaim Entertainment","[0.09,0.33)"
"9623","DS","Puzzle","Game Factory","[0.09,0.33)"
"9624","Wii","Racing","D3Publisher","[0.09,0.33)"
"9625","DS","Action","Ubisoft","[0.09,0.33)"
"9626","PS2","Role-Playing","Rising Star Games","[0.09,0.33)"
"9627","DS","Misc","Majesco Entertainment","[0.09,0.33)"
"9628","PSV","Action","Namco Bandai Games","[0.09,0.33)"
"9629","Wii","Sports","Data Design Interactive","[0.09,0.33)"
"9630","3DS","Strategy","Level 5","[0.09,0.33)"
"9631","X360","Action","D3Publisher","[0.09,0.33)"
"9632","XB","Sports","Midway Games","[0.09,0.33)"
"9633","3DS","Adventure","Namco Bandai Games","[0.09,0.33)"
"9634","DS","Misc","Ubisoft","[0.09,0.33)"
"9635","XB","Racing","Vivendi Games","[0.09,0.33)"
"9636","GC","Shooter","Electronic Arts","[0.09,0.33)"
"9637","PC","Strategy","Take-Two Interactive","[0.09,0.33)"
"9638","PSV","Role-Playing","Nippon Ichi Software","[0.09,0.33)"
"9639","PS3","Action","Activision","[0.09,0.33)"
"9640","GC","Misc","Capcom","[0.09,0.33)"
"9641","SAT","Shooter","Konami Digital Entertainment","[0.09,0.33)"
"9642","DS","Action","Atari","[0.09,0.33)"
"9643","PSP","Role-Playing","Capcom","[0.09,0.33)"
"9644","XB","Racing","Microsoft Game Studios","[0.09,0.33)"
"9645","PS2","Sports","Sony Computer Entertainment","[0.09,0.33)"
"9646","X360","Shooter","D3Publisher","[0.09,0.33)"
"9647","XOne","Shooter","Take-Two Interactive","[0.09,0.33)"
"9648","XB","Fighting","Acclaim Entertainment","[0.09,0.33)"
"9649","DS","Sports","Konami Digital Entertainment","[0.09,0.33)"
"9650","XB","Shooter","LucasArts","[0.09,0.33)"
"9651","X360","Shooter","Activision","[0.09,0.33)"
"9652","PSP","Role-Playing","Zushi Games","[0.09,0.33)"
"9653","Wii","Shooter","Sega","[0.09,0.33)"
"9654","PS3","Fighting","505 Games","[0.09,0.33)"
"9655","PS","Sports","Konami Digital Entertainment","[0.09,0.33)"
"9656","Wii","Shooter","Vivendi Games","[0.09,0.33)"
"9657","PS","Sports","Gremlin Interactive Ltd","[0.09,0.33)"
"9658","DS","Simulation","Game Life","[0.09,0.33)"
"9659","GBA","Racing","THQ","[0.09,0.33)"
"9660","SAT","Platform","Sega","[0.09,0.33)"
"9661","PSP","Role-Playing","Namco Bandai Games","[0.09,0.33)"
"9662","Wii","Action","Electronic Arts","[0.09,0.33)"
"9663","PS","Sports","Infogrames","[0.09,0.33)"
"9664","Wii","Adventure","Konami Digital Entertainment","[0.09,0.33)"
"9665","WiiU","Action","Ubisoft","[0.09,0.33)"
"9666","GBA","Platform","THQ","[0.09,0.33)"
"9667","SAT","Sports","Sega","[0.09,0.33)"
"9668","DS","Simulation","Unknown","[0.09,0.33)"
"9669","Wii","Platform","Warner Bros. Interactive Entertainment","[0.09,0.33)"
"9670","SAT","Racing","Atlus","[0.09,0.33)"
"9671","PS3","Sports","Take-Two Interactive","[0.09,0.33)"
"9672","PS3","Action","Capcom","[0.09,0.33)"
"9673","DC","Fighting","Capcom","[0.09,0.33)"
"9674","PS","Fighting","Vic Tokai","[0.09,0.33)"
"9675","X360","Racing","Activision","[0.09,0.33)"
"9676","PS3","Misc","Disney Interactive Studios","[0.09,0.33)"
"9677","PC","Action","Square Enix","[0.09,0.33)"
"9678","GC","Role-Playing","Capcom","[0.09,0.33)"
"9679","PSP","Puzzle","Eidos Interactive","[0.09,0.33)"
"9680","PS3","Sports","Sony Computer Entertainment","[0.09,0.33)"
"9681","PS3","Action","Warner Bros. Interactive Entertainment","[0.09,0.33)"
"9682","PS2","Strategy","Sega","[0.09,0.33)"
"9683","PS","Adventure","Human Entertainment","[0.09,0.33)"
"9684","PSV","Action","Namco Bandai Games","[0.09,0.33)"
"9685","DS","Action","Atari","[0.09,0.33)"
"9686","Wii","Strategy","Bethesda Softworks","[0.09,0.33)"
"9687","DS","Simulation","Konami Digital Entertainment","[0.09,0.33)"
"9688","PS","Shooter","Midas Interactive Entertainment","[0.09,0.33)"
"9689","DS","Simulation","MTO","[0.09,0.33)"
"9690","Wii","Action","Playlogic Game Factory","[0.09,0.33)"
"9691","GBA","Action","Electronic Arts","[0.09,0.33)"
"9692","PS3","Action","Ubisoft","[0.09,0.33)"
"9693","X360","Racing","Black Bean Games","[0.09,0.33)"
"9694","SAT","Fighting","Human Entertainment","[0.09,0.33)"
"9695","X360","Shooter","505 Games","[0.09,0.33)"
"9696","PS2","Adventure","TDK Mediactive","[0.09,0.33)"
"9697","PSP","Action","Namco Bandai Games","[0.09,0.33)"
"9698","Wii","Puzzle","Crave Entertainment","[0.09,0.33)"
"9699","PS","Fighting","Human Entertainment","[0.09,0.33)"
"9700","GC","Racing","Electronic Arts","[0.09,0.33)"
"9701","XOne","Shooter","Deep Silver","[0.09,0.33)"
"9702","PS2","Misc","D3Publisher","[0.09,0.33)"
"9703","PS2","Fighting","Sammy Corporation","[0.09,0.33)"
"9704","Wii","Sports","Crave Entertainment","[0.09,0.33)"
"9705","PSV","Action","Namco Bandai Games","[0.09,0.33)"
"9706","GBA","Sports","Electronic Arts","[0.09,0.33)"
"9707","PS2","Platform","Ubisoft","[0.09,0.33)"
"9708","DS","Role-Playing","Namco Bandai Games","[0.09,0.33)"
"9709","X360","Misc","Konami Digital Entertainment","[0.09,0.33)"
"9710","PS","Adventure","From Software","[0.09,0.33)"
"9711","X360","Puzzle","THQ","[0.09,0.33)"
"9712","XOne","Sports","505 Games","[0.09,0.33)"
"9713","PS2","Role-Playing","505 Games","[0.09,0.33)"
"9714","WiiU","Action","Ubisoft","[0.09,0.33)"
"9715","PSP","Action","PQube","[0.09,0.33)"
"9716","PS","Simulation","Psygnosis","[0.09,0.33)"
"9717","PS","Strategy","Acclaim Entertainment","[0.09,0.33)"
"9718","NG","Fighting","SNK","[0.09,0.33)"
"9719","DS","Adventure","Tecmo Koei","[0.09,0.33)"
"9720","DS","Puzzle","D3Publisher","[0.09,0.33)"
"9721","DS","Action","Namco Bandai Games","[0.09,0.33)"
"9722","PS2","Fighting","Ignition Entertainment","[0.09,0.33)"
"9723","Wii","Action","D3Publisher","[0.09,0.33)"
"9724","PS2","Puzzle","D3Publisher","[0.09,0.33)"
"9725","PSV","Strategy","Activision","[0.09,0.33)"
"9726","PS","Role-Playing","Activision","[0.09,0.33)"
"9727","PSP","Action","Ubisoft Annecy","[0.09,0.33)"
"9728","PS4","Action","Square Enix","[0.09,0.33)"
"9729","XB","Platform","Activision","[0.09,0.33)"
"9730","PS2","Racing","Namco Bandai Games","[0.09,0.33)"
"9731","PS2","Role-Playing","Tecmo Koei","[0.09,0.33)"
"9732","GC","Platform","Midway Games","[0.09,0.33)"
"9733","DS","Racing","Zoo Digital Publishing","[0.09,0.33)"
"9734","PS","Puzzle","Virgin Interactive","[0.09,0.33)"
"9735","3DS","Misc","Namco Bandai Games","[0.09,0.33)"
"9736","PSV","Fighting","Namco Bandai Games","[0.09,0.33)"
"9737","DS","Role-Playing","Nintendo","[0.09,0.33)"
"9738","PSP","Role-Playing","Namco Bandai Games","[0.09,0.33)"
"9739","PS","Adventure","Psygnosis","[0.09,0.33)"
"9740","DS","Sports","Electronic Arts","[0.09,0.33)"
"9741","Wii","Adventure","Majesco Entertainment","[0.09,0.33)"
"9742","PS3","Shooter","Electronic Arts","[0.09,0.33)"
"9743","PS3","Strategy","Ghostlight","[0.09,0.33)"
"9744","DS","Role-Playing","Rising Star Games","[0.09,0.33)"
"9745","DS","Puzzle","D3Publisher","[0.09,0.33)"
"9746","DS","Fighting","THQ","[0.09,0.33)"
"9747","PS3","Racing","Milestone S.r.l.","[0.09,0.33)"
"9748","PSP","Racing","Disney Interactive Studios","[0.09,0.33)"
"9749","DS","Sports","Take-Two Interactive","[0.09,0.33)"
"9750","PSP","Strategy","N/A","[0.09,0.33)"
"9751","PSP","Shooter","Namco Bandai Games","[0.09,0.33)"
"9752","SAT","Strategy","Tecmo Koei","[0.09,0.33)"
"9753","Wii","Puzzle","Zoo Digital Publishing","[0.09,0.33)"
"9754","DS","Action","Warner Bros. Interactive Entertainment","[0.09,0.33)"
"9755","PS3","Sports","Bigben Interactive","[0.09,0.33)"
"9756","XB","Shooter","THQ","[0.09,0.33)"
"9757","SNES","Role-Playing","Hudson Soft","[0.09,0.33)"
"9758","PS2","Misc","MTV Games","[0.09,0.33)"
"9759","XB","Platform","Microsoft Game Studios","[0.09,0.33)"
"9760","PS3","Shooter","Codemasters","[0.09,0.33)"
"9761","PSP","Action","Namco Bandai Games","[0.09,0.33)"
"9762","X360","Action","THQ","[0.09,0.33)"
"9763","DS","Action","Namco Bandai Games","[0.09,0.33)"
"9764","PSP","Adventure","Sony Computer Entertainment","[0.09,0.33)"
"9765","PS2","Racing","System 3 Arcade Software","[0.09,0.33)"
"9766","SAT","Misc","Sega","[0.09,0.33)"
"9767","XB","Racing","BAM! Entertainment","[0.09,0.33)"
"9768","PS2","Adventure","Vivendi Games","[0.09,0.33)"
"9769","PS3","Action","Namco Bandai Games","[0.09,0.33)"
"9770","PS2","Platform","Unknown","[0.09,0.33)"
"9771","PS2","Action","Namco Bandai Games","[0.09,0.33)"
"9772","3DS","Platform","Sega","[0.09,0.33)"
"9773","PS2","Adventure","Take-Two Interactive","[0.09,0.33)"
"9774","DS","Simulation","DHM Interactive","[0.09,0.33)"
"9775","DS","Role-Playing","Rocket Company","[0.09,0.33)"
"9776","Wii","Sports","Activision","[0.09,0.33)"
"9777","PSP","Action","Ubisoft","[0.09,0.33)"
"9778","X360","Shooter","Activision Value","[0.09,0.33)"
"9779","X360","Shooter","Capcom","[0.09,0.33)"
"9780","PSP","Strategy","Namco Bandai Games","[0.09,0.33)"
"9781","3DS","Role-Playing","Atlus","[0.09,0.33)"
